Flight,YearMonthDay,ScheduledDeparture,DepHour,Origin,O_WeatherStationID,O_HourlyPrecip,O_SkyConditions,O_Visibility,O_DBT,O_DewPointTemp,O_RelativeHumidityPercent,O_WindSpeed,O_WindDirection,O_WindGustValue,O_StationPressure,O_GroundHeight,O_StationHeight,O_BarometerHeight,O_Latitude,O_Longitude,O_TimeZone,ScheduledArrival,ArrHour,Destination,D_WeatherStationID,D_HourlyPrecip,D_SkyConditions,D_Visibility,D_DBT,D_DewPointTemp,D_RelativeHumidityPercent,D_WindSpeed,D_WindDirection,D_WindGustValue,D_StationPressure,D_GroundHeight,D_StationHeight,D_BarometerHeight,D_Latitude,D_Longitude,D_TimeZone,ScheduledTravelTime,Distance,ActualArrivalTimeStamp
DAY_MCO_47555,20040525,25/05/04 07:40,7,DAY,93815,0.0,SCT,4,63,61,93,6,160,0,28.76,1001,1003,1004,39.55,-84.13,6,25/05/04 09:55,9,MCO,12815,0.0,FEW,10,82,65,56,5,VRB,0,29.95,95,106,98,28.26,-81.19,5,135,808,25/05/04 09:55
JFK_MCO_37954,20040530,30/05/04 15:40,15,JFK,94789,0.0,FEW,10,65,47,52,18,180,0,29.91,29,22,32,40.4,-73.48,5,30/05/04 18:25,18,MCO,12815,0.0,FEW,10,91,69,49,8,280,0,29.86,95,106,98,28.26,-81.19,5,165,944,30/05/04 18:25
MSP_ANC_44688,20040926,26/09/04 11:50,11,MSP,14922,0.0,CLR,10,73,49,43,11,200,0,29.23,871,838,874,44.53,-93.14,6,26/09/04 14:44,14,ANC,26451,0.01,FEW,8,43,40,89,14,220,22,29.06,130,132,133,61.1,-149.59,9,354,2518,26/09/04 14:44
RDU_PHL_35355,20040707,07/07/04 16:30,16,RDU,13722,0.0,FEW,10,91,70,50,14,230,18,29.37,427,437,430,35.52,-78.47,5,07/07/04 18:10,18,PHL,13739,0.09,OVC,5,73,70,90,0,000,0,29.80,59,28,62,39.52,-75.14,5,100,336,07/07/04 18:10
CVG_DSM_52204,20040724,24/07/04 13:50,13,CVG,93814,0.0,FEW,10,76,55,48,12,100,0,29.28,882,883,885,39.02,-84.4,5,24/07/04 14:26,14,DSM,14933,0.0,BKN,10,65,54,68,6,080,0,29.29,968,963,971,41.32,-93.4,6,96,505,24/07/04 14:26
STL_SLC_31571,20040530,30/05/04 15:30,15,STL,13994,0.0,SCT,8,82,76,82,12,220,0,28.74,707,710,710,38.45,-90.22,6,30/05/04 17:45,17,SLC,24127,0.0,FEW,10,63,29,28,6,060,0,25.74,4221,4227,4224,40.47,-111.58,7,195,1156,30/05/04 17:45
ATL_MYR_49787,20040708,08/07/04 16:40,16,ATL,13874,0.0,SCT,10,86,67,53,6,270,0,28.95,971,1026,974,33.38,-84.26,5,08/07/04 17:57,17,MYR,13717,,,,,,,,,,,0,0,0,33.41,-78.56,5,77,317,08/07/04 17:57
SAN_OAK_48648,20041106,06/11/04 11:45,11,SAN,23188,0.0,FEW,10,67,44,44,7,230,0,29.91,78,28,81,32.44,-117.1,8,06/11/04 13:15,13,OAK,23230,0.0,FEW,10,58,51,78,4,280,0,29.84,85,88,88,37.43,-122.13,8,90,446,06/11/04 13:15
CMH_DCA_39241,20040526,26/05/04 15:00,15,CMH,14821,0.0,FEW,8,70,61,73,0,000,0,28.83,846,816,849,39.59,-82.53,5,26/05/04 16:15,16,DCA,13743,0.0,BKN,10,80,69,69,8,180,0,29.70,10,65,3,38.52,-77.02,5,75,322,26/05/04 16:15
MIA_DCA_53761,20041112,12/11/04 13:53,13,MIA,12839,0.0,FEW,10,80,65,60,9,120,0,29.98,26,30,29,25.49,-80.18,5,12/11/04 16:16,16,DCA,13743,0.14,OVC,2,46,44,93,12,040,0,30.17,10,65,3,38.52,-77.02,5,143,920,12/11/04 17:32
LIT_IAH_43591,20040702,02/07/04 15:18,15,LIT,13963,0.01,FEW,10,72,71,97,10,150,0,29.62,289,257,292,34.45,-92.14,6,02/07/04 16:49,16,IAH,12960,0.0,BKN,10,88,77,70,11,100,0,29.81,118,108,121,29.59,-95.22,6,91,374,02/07/04 16:49
LAX_HNL_44442,20040324,24/03/04 17:25,17,LAX,23174,0.0,SCT,6,60,54,80,6,VRB,0,29.63,323,326,326,33.56,-118.25,8,24/03/04 21:10,21,HNL,22521,0.0,SCT,10,74,66,76,10,080,0,30.11,15,15,18,21.2,-157.56,10,345,2556,24/03/04 21:10
LAX_HNL_30878,20040304,04/03/04 09:55,9,LAX,23174,0.0,FEW,7,62,53,73,6,140,14,29.58,323,326,326,33.56,-118.25,8,04/03/04 13:40,13,HNL,22521,0.0,SCT,10,79,69,72,12,070,0,30.02,15,15,18,21.2,-157.56,10,345,2556,04/03/04 13:40
PIT_CVG_52565,20040905,05/09/04 09:10,9,PIT,94823,0.0,CLR,10,75,63,66,6,110,0,28.99,1172,1203,1175,40.3,-80.14,5,05/09/04 10:15,10,CVG,93814,0.0,CLR,3,81,67,62,6,110,0,29.20,882,883,885,39.02,-84.4,5,65,256,05/09/04 10:15
MYR_CVG_42766,20040728,28/07/04 11:25,11,MYR,13717,,,,,,,,,,,0,0,0,33.41,-78.56,5,28/07/04 13:03,13,CVG,93814,0.0,BKN,10,73,57,57,6,050,0,29.14,882,883,885,39.02,-84.4,5,98,489,28/07/04 15:39
FNT_CVG_39834,20040909,09/09/04 16:45,16,FNT,14826,0.0,FEW,10,71,51,49,9,350,0,29.23,780,766,783,42.58,-83.45,5,09/09/04 18:00,18,CVG,93814,0.0,CLR,10,66,58,75,3,200,0,29.14,882,883,885,39.02,-84.4,5,75,275,09/09/04 18:00
BNA_LGA_45991,20040329,29/03/04 15:45,15,BNA,13897,0.06,SCT,7,51,49,92,5,320,0,29.51,571,605,574,36.07,-86.41,6,29/03/04 18:52,18,LGA,14732,0.0,CLR,10,44,33,65,8,160,0,30.35,36,31,39,40.47,-73.53,5,127,764,29/03/04 20:42
ATL_RSW_45901,20040707,07/07/04 11:40,11,ATL,13874,0.0,FEW,10,84,70,63,7,250,0,28.99,971,1026,974,33.38,-84.26,5,07/07/04 13:19,13,RSW,12894,0.0,SCT,10,91,73,56,9,250,0,30.00,29,30,32,26.32,-81.45,5,99,515,07/07/04 13:19
DFW_AMA_41207,20040702,02/07/04 15:45,15,DFW,3927,0.0,FEW,10,92,73,54,12,160,0,29.30,559,596,562,32.54,-97.02,6,02/07/04 17:01,17,AMA,23047,0.0,CLR,10,88,65,46,9,140,0,26.27,3586,3604,3589,35.13,-101.43,6,76,313,02/07/04 17:01
ATL_BOS_47133,20040516,16/05/04 12:44,12,ATL,13874,0.0,SCT,10,80,60,51,6,VRB,0,29.20,971,1026,974,33.38,-84.26,5,16/05/04 15:10,15,BOS,14739,0.0,OVC,10,53,49,86,6,080,0,30.27,19,30,180,42.22,-71.01,5,146,946,16/05/04 15:10
ATL_BOS_30614,20040916,16/09/04 17:12,17,ATL,13874,0.35,SCT,4,75,72,90,13,130,26,28.51,971,1026,974,33.38,-84.26,5,16/09/04 19:47,19,BOS,14739,0.0,CLR,7,64,63,96,4,210,0,29.98,19,30,180,42.22,-71.01,5,155,946,16/09/04 22:40
DTW_BOS_55197,20041124,24/11/04 16:56,16,DTW,94847,0.08,BKN,2,36,35,97,15,020,24,28.80,628,664,631,42.13,-83.21,5,24/11/04 18:44,18,BOS,14739,0.0,OVC,10,52,49,89,12,140,0,29.77,19,30,180,42.22,-71.01,5,108,632,24/11/04 21:37
LAX_EWR_36498,20040523,23/05/04 10:30,10,LAX,23174,0.0,BKN,10,65,58,78,6,VRB,0,29.60,323,326,326,33.56,-118.25,8,23/05/04 18:45,18,EWR,14734,0.0,FEW,9,85,65,51,3,280,0,29.76,25,30,28,40.43,-74.1,5,315,2454,23/05/04 18:45
LEX_EWR_54573,20040714,14/07/04 14:21,14,LEX,93820,0.0,SCT,10,81,62,53,11,310,18,28.80,977,980,980,38.02,-84.37,5,14/07/04 16:20,16,EWR,14734,0.29,FEW,3,69,67,93,10,160,0,29.57,25,30,28,40.43,-74.1,5,119,588,14/07/04 16:20
SMF_LAS_41655,20041109,09/11/04 15:20,15,SMF,93225,0.0,OVC,10,59,50,72,5,210,0,30.12,19,33,22,38.42,-121.35,8,09/11/04 16:35,16,LAS,23169,0.0,SCT,10,60,45,58,6,090,0,27.86,2127,2180,2091,36.05,-115.1,8,75,397,09/11/04 16:35
TUS_LAS_44588,20041102,02/11/04 07:25,7,TUS,23160,0.0,CLR,10,41,25,53,4,160,0,27.64,2578,2555,2581,32.08,-110.58,7,02/11/04 07:40,7,LAS,23169,0.0,CLR,10,49,20,32,3,190,0,28.20,2127,2180,2091,36.05,-115.1,8,75,365,02/11/04 07:40
ABQ_LAS_39908,20040906,06/09/04 11:20,11,ABQ,23050,0.0,CLR,10,75,40,28,3,VRB,0,24.92,5305,5314,5308,35.02,-106.37,7,06/09/04 11:45,11,LAS,23169,0.0,FEW,10,92,43,18,0,000,0,27.77,2127,2180,2091,36.05,-115.1,8,85,487,06/09/04 11:45
DFW_JAN_33631,20041116,16/11/04 13:25,13,DFW,3927,0.0,OVC,8,69,62,78,7,110,0,29.62,559,596,562,32.54,-97.02,6,16/11/04 14:48,14,JAN,3940,0.0,CLR,10,72,50,46,4,150,0,30.03,293,331,296,32.19,-90.05,6,83,408,16/11/04 14:48
OAK_DEN_34183,20041101,01/11/04 06:00,6,OAK,23230,0.0,CLR,10,47,34,61,0,000,0,30.23,85,88,88,37.43,-122.13,8,01/11/04 09:21,9,DEN,3017,0.0,FEW,7,30,22,72,22,360,27,24.81,5379,5431,5382,39.5,-104.4,7,141,957,01/11/04 09:21
PWM_IAD_34403,20041110,10/11/04 08:25,8,PWM,14764,0.0,CLR,10,30,17,59,3,VRB,0,30.52,69,63,72,43.38,-70.18,5,10/11/04 10:09,10,IAD,93738,0.0,FEW,10,45,29,54,8,200,0,30.25,306,323,309,38.56,-77.27,5,104,494,10/11/04 10:09
TYS_TPA_46323,20041125,25/11/04 17:50,17,TYS,13891,0.0,FEW,10,41,23,49,5,280,0,28.97,979,980,982,35.49,-83.59,5,25/11/04 19:30,19,TPA,12842,0.0,BKN,10,61,51,70,6,340,0,30.03,8,11,40,27.58,-82.32,5,100,547,25/11/04 19:30
CVG_OKC_53225,20040104,04/01/04 09:05,9,CVG,93814,0.3,,,,,,,,,,882,883,885,39.02,-84.4,5,04/01/04 10:30,10,OKC,13967,0.0,FEW,9,33,22,64,24,320,0,28.68,1281,1304,1284,35.23,-97.36,6,145,756,04/01/04 11:13
LAS_SMF_41316,20040909,09/09/04 16:30,16,LAS,23169,0.0,SCT,10,81,71,72,13,220,21,27.68,2127,2180,2091,36.05,-115.1,8,09/09/04 17:55,17,SMF,93225,0.0,CLR,10,92,49,23,8,180,0,29.69,19,33,22,38.42,-121.35,8,85,397,09/09/04 17:55
ORD_PHX_55549,20040104,04/01/04 14:45,14,ORD,94846,0.0,,,,,,,,,,655,674,658,41.59,-87.55,6,04/01/04 17:31,17,PHX,23183,0.0,,,,,,,,,,1103,1107,1106,33.26,-111.59,7,226,1440,04/01/04 20:30
ONT_DFW_44006,20040504,04/05/04 07:30,7,ONT,3102,0.0,CLR,10,80,43,27,4,220,0,28.96,901,905,904,34.04,-117.36,8,04/05/04 12:24,12,DFW,3927,0.0,CLR,10,82,43,25,17,210,24,29.45,559,596,562,32.54,-97.02,6,174,1189,04/05/04 12:24
SAT_DFW_55393,20040504,04/05/04 11:25,11,SAT,12921,0.0,CLR,10,76,50,40,9,180,0,29.28,818,809,821,29.32,-98.28,6,04/05/04 12:32,12,DFW,3927,0.0,CLR,10,82,43,25,17,210,24,29.45,559,596,562,32.54,-97.02,6,67,247,04/05/04 12:32
GSP_DFW_50179,20041111,11/11/04 13:13,13,GSP,3870,0.02,BKN,5,47,44,90,4,020,0,29.27,940,971,943,34.54,-82.13,5,11/11/04 14:52,14,DFW,3927,0.0,OVC,10,56,40,55,17,330,0,29.58,559,596,562,32.54,-97.02,6,159,862,11/11/04 14:52
LIT_DFW_29963,20040103,03/01/04 07:33,7,LIT,13963,0.0,SCT,7,67,62,84,14,200,0,29.64,289,257,292,34.45,-92.14,6,03/01/04 08:58,8,DFW,3927,0.0,SCT,10,67,62,84,18,170,0,29.28,559,596,562,32.54,-97.02,6,85,304,03/01/04 08:58
MIA_DFW_43083,20040525,25/05/04 07:25,7,MIA,12839,0.0,FEW,10,80,66,62,7,050,0,30.00,26,30,29,25.49,-80.18,5,25/05/04 09:30,9,DFW,3927,0.0,FEW,10,79,67,67,19,190,0,29.29,559,596,562,32.54,-97.02,6,185,1121,25/05/04 09:30
PDX_SFO_42891,20040301,01/03/04 06:40,6,PDX,24229,0.0,FEW,10,43,41,93,3,290,0,29.69,220,107,223,45.35,-122.36,8,01/03/04 08:25,8,SFO,23234,0.02,FEW,4,50,48,93,11,140,0,29.79,86,18,89,37.37,-122.24,8,105,550,01/03/04 08:25
FLL_ATL_54016,20040326,26/03/04 08:20,8,FLL,12849,0.0,SCT,10,73,65,76,16,080,24,30.14,117,11,120,26.04,-80.09,5,26/03/04 10:08,10,ATL,13874,0.0,FEW,10,66,51,59,7,170,0,29.43,971,1026,974,33.38,-84.26,5,108,581,26/03/04 10:08
ILM_ATL_26762,20040309,09/03/04 16:25,16,ILM,13748,0.0,OVC,10,51,34,52,4,030,0,29.97,30,38,33,34.16,-77.55,5,09/03/04 18:02,18,ATL,13874,0.0,SCT,10,47,32,56,18,310,0,28.95,971,1026,974,33.38,-84.26,5,97,377,09/03/04 18:02
PWM_ORD_49307,20040703,03/07/04 11:45,11,PWM,14764,0.0,BKN,10,75,54,48,11,350,0,29.91,69,63,72,43.38,-70.18,5,03/07/04 13:37,13,ORD,94846,0.0,FEW,10,80,73,79,11,080,18,29.03,655,674,658,41.59,-87.55,6,172,900,03/07/04 13:37
DTW_ORD_35487,20040515,15/05/04 14:45,14,DTW,94847,0.0,OVC,10,54,46,75,6,010,0,29.60,628,664,631,42.13,-83.21,5,15/05/04 14:52,14,ORD,94846,0.0,FEW,10,54,37,53,10,050,0,29.57,655,674,658,41.59,-87.55,6,67,235,15/05/04 14:52
DTW_ORD_37281,20040731,31/07/04 15:12,15,DTW,94847,0.0,FEW,10,83,63,51,15,240,19,29.23,628,664,631,42.13,-83.21,5,31/07/04 15:24,15,ORD,94846,0.0,FEW,10,83,54,37,6,330,0,29.24,655,674,658,41.59,-87.55,6,72,235,31/07/04 17:34
CLE_MDW_32367,20040318,18/03/04 13:20,13,CLE,14820,0.0,OVC,8,37,28,70,0,000,0,29.18,802,805,805,41.24,-81.51,5,18/03/04 13:30,13,MDW,14819,0.01,OVC,1.75,37,35,93,6,180,0,29.27,616,618,619,41.47,-87.45,6,70,307,18/03/04 15:38
MCO_MDW_41383,20040907,07/09/04 12:17,12,MCO,12815,0.0,SCT,10,87,75,67,18,200,22,29.73,95,106,98,28.26,-81.19,5,07/09/04 13:49,13,MDW,14819,0.0,FEW,10,72,49,44,9,040,0,29.42,616,618,619,41.47,-87.45,6,152,989,07/09/04 13:49
ATL_MDT_26144,20040910,10/09/04 09:57,9,ATL,13874,0.0,FEW,10,76,66,72,8,070,0,29.14,971,1026,974,33.38,-84.26,5,10/09/04 11:59,11,MDT,14711,0.0,BKN,10,76,62,62,5,290,0,29.82,311,312,314,40.11,-76.46,5,122,619,10/09/04 11:59
ORD_MDT_30559,20040512,12/05/04 16:00,16,ORD,94846,0.01,BKN,10,71,67,87,6,270,0,29.23,655,674,658,41.59,-87.55,6,12/05/04 18:54,18,MDT,14711,0.0,CLR,6,73,64,74,0,000,0,29.76,311,312,314,40.11,-76.46,5,114,594,12/05/04 18:54
SFO_LAX_47869,20040318,18/03/04 08:45,8,SFO,23234,0.0,CLR,9,61,52,72,3,020,0,29.84,86,18,89,37.37,-122.24,8,18/03/04 10:11,10,LAX,23174,0.0,FEW,1.5,63,56,78,9,270,0,29.61,323,326,326,33.56,-118.25,8,86,337,18/03/04 10:11
BWI_MSP_31285,20040720,20/07/04 11:35,11,BWI,93721,0.0,SCT,10,83,61,48,3,VRB,0,29.74,193,155,196,39.1,-76.41,5,20/07/04 13:11,13,MSP,14922,0.0,SCT,10,89,74,61,6,220,0,28.88,871,838,874,44.53,-93.14,6,156,936,20/07/04 13:11
DCA_MSP_46872,20040319,19/03/04 08:30,8,DCA,13743,0.0,BKN,10,40,33,77,19,340,24,30.26,10,65,3,38.52,-77.02,5,19/03/04 10:12,10,MSP,14922,0.0,OVC,10,42,27,55,16,160,25,29.03,871,838,874,44.53,-93.14,6,162,931,19/03/04 10:12
DFW_SAN_50183,20040104,04/01/04 11:46,11,DFW,3927,0.0,BKN,10,49,38,66,19,320,24,29.36,559,596,562,32.54,-97.02,6,04/01/04 12:54,12,SAN,23188,0.0,,,,,,,,,,78,28,81,32.44,-117.1,8,188,1171,04/01/04 12:54
LAS_SAN_47469,20040101,01/01/04 11:35,11,LAS,23169,0.0,SCT,10,54,24,31,0,000,0,27.79,2127,2180,2091,36.05,-115.1,8,01/01/04 12:37,12,SAN,23188,0.0,SCT,10,60,42,52,5,230,0,30.09,78,28,81,32.44,-117.1,8,62,258,01/01/04 12:37
MSP_ANC_37849,20040915,15/09/04 11:50,11,MSP,14922,0.0,BKN,10,70,62,76,21,220,28,28.53,871,838,874,44.53,-93.14,6,15/09/04 14:44,14,ANC,26451,0.0,FEW,10,51,30,45,5,VRB,0,29.60,130,132,133,61.1,-149.59,9,354,2518,15/09/04 16:05
MSP_PHL_47223,20040316,16/03/04 16:59,16,MSP,14922,0.0,OVC,10,35,23,61,10,170,0,29.01,871,838,874,44.53,-93.14,6,16/03/04 20:30,20,PHL,13739,0.01,OVC,10,34,31,89,11,050,0,29.85,59,28,62,39.52,-75.14,5,151,980,16/03/04 20:30
PHX_SLC_28076,20040920,20/09/04 06:35,6,PHX,23183,0.0,FEW,10,72,55,55,5,120,0,28.72,1103,1107,1106,33.26,-111.59,7,20/09/04 09:07,9,SLC,24127,0.0,SCT,10,48,38,68,12,140,0,25.69,4221,4227,4224,40.47,-111.58,7,92,507,20/09/04 09:07
DEN_RAP_31734,20040311,11/03/04 15:40,15,DEN,3017,0.0,CLR,10,56,22,27,11,140,0,24.75,5379,5431,5382,39.5,-104.4,7,11/03/04 16:58,16,RAP,24090,0.0,CLR,10,44,19,37,3,070,0,26.94,3150,3168,3153,44.03,-103.03,7,78,301,11/03/04 16:58
SFO_BUR_46561,20040508,08/05/04 12:49,12,SFO,23234,0.0,FEW,10,67,50,55,15,270,19,30.08,86,18,89,37.37,-122.24,8,08/05/04 13:56,13,BUR,23152,0.0,CLR,10,83,39,21,9,180,0,29.18,731,732,734,34.12,-118.22,8,67,326,08/05/04 13:56
MSY_DCA_43218,20040318,18/03/04 16:50,16,MSY,12916,0.0,SCT,10,74,61,64,11,170,0,30.09,4,20,7,29.59,-90.15,6,18/03/04 20:08,20,DCA,13743,0.0,BKN,8,45,38,77,6,060,0,30.05,10,65,3,38.52,-77.02,5,138,969,18/03/04 20:08
TUL_IAH_44529,20040524,24/05/04 06:45,6,TUL,13968,0.0,SCT,9,75,69,82,12,170,0,29.03,739,676,742,36.12,-95.53,6,24/05/04 08:18,8,IAH,12960,0.0,BKN,10,82,69,65,9,160,0,29.86,118,108,121,29.59,-95.22,6,93,429,24/05/04 08:18
STL_CVG_49485,20040503,03/05/04 09:05,9,STL,13994,0.0,SCT,10,52,42,69,5,050,0,29.49,707,710,710,38.45,-90.22,6,03/05/04 11:25,11,CVG,93814,0.0,FEW,10,51,29,43,11,010,14,29.22,882,883,885,39.02,-84.4,5,80,307,03/05/04 11:25
PHX_CVG_55547,20040705,05/07/04 11:40,11,PHX,23183,0.0,SCT,10,97,29,9,6,260,0,28.76,1103,1107,1106,33.26,-111.59,7,05/07/04 18:16,18,CVG,93814,0.0,FEW,9,80,70,71,6,210,0,29.03,882,883,885,39.02,-84.4,5,216,1569,05/07/04 18:16
ORF_CVG_32382,20040709,09/07/04 17:25,17,ORF,13737,0.0,FEW,10,84,68,59,8,190,0,29.95,66,30,69,36.54,-76.11,5,09/07/04 19:06,19,CVG,93814,0.0,FEW,5,72,70,94,4,300,0,29.13,882,883,885,39.02,-84.4,5,101,485,09/07/04 19:06
ATW_CVG_47643,20040712,12/07/04 17:19,17,ATW,4825,,,,,,,,,,,0,0,0,44.16,-88.31,6,12/07/04 19:47,19,CVG,93814,0.29,FEW,8,75,71,88,0,000,0,28.98,882,883,885,39.02,-84.4,5,88,411,12/07/04 20:09
TPA_CVG_30158,20040705,05/07/04 16:00,16,TPA,12842,0.0,FEW,10,83,68,61,0,000,0,30.08,8,11,40,27.58,-82.32,5,05/07/04 18:19,18,CVG,93814,0.0,FEW,9,80,70,71,6,210,0,29.03,882,883,885,39.02,-84.4,5,139,773,05/07/04 18:19
PHX_SJC_51814,20041116,16/11/04 14:05,14,PHX,23183,0.0,FEW,10,71,43,36,4,350,0,28.91,1103,1107,1106,33.26,-111.59,7,16/11/04 15:03,15,SJC,23293,0.0,FEW,6,62,52,70,5,360,0,30.06,87,50,90,37.22,-121.56,8,118,621,16/11/04 15:03
LAX_BOS_41136,20040524,24/05/04 12:15,12,LAX,23174,0.0,SCT,10,68,57,68,13,250,0,29.60,323,326,326,33.56,-118.25,8,24/05/04 20:42,20,BOS,14739,0.02,OVC,7,50,47,89,11,060,0,29.83,19,30,180,42.22,-71.01,5,327,2611,24/05/04 20:42
IAH_MAF_46523,20040514,14/05/04 09:15,9,IAH,12960,0.0,SCT,10,73,66,79,6,340,0,29.95,118,108,121,29.59,-95.22,6,14/05/04 10:39,10,MAF,23023,0.0,CLR,10,59,41,51,9,040,0,27.28,2863,2862,2866,31.56,-102.13,6,84,429,14/05/04 10:39
LAS_MAF_36133,20040726,26/07/04 10:35,10,LAS,23169,0.0,FEW,10,100,52,20,5,VRB,0,27.71,2127,2180,2091,36.05,-115.1,8,26/07/04 14:40,14,MAF,23023,0.0,OVC,10,65,61,87,4,090,0,27.24,2863,2862,2866,31.56,-102.13,6,125,796,26/07/04 14:40
TUL_DEN_50743,20040915,15/09/04 15:27,15,TUL,13968,0.0,SCT,10,89,72,57,11,180,0,29.03,739,676,742,36.12,-95.53,6,15/09/04 16:07,16,DEN,3017,0.0,FEW,10,71,31,23,13,130,0,24.61,5379,5431,5382,39.5,-104.4,7,100,541,15/09/04 16:07
IAH_DEN_53058,20040527,27/05/04 07:35,7,IAH,12960,0.0,SCT,10,80,72,76,11,210,16,29.75,118,108,121,29.59,-95.22,6,27/05/04 09:00,9,DEN,3017,0.0,FEW,10,71,33,25,18,290,24,24.51,5379,5431,5382,39.5,-104.4,7,145,861,27/05/04 09:00
TPA_DEN_52095,20040905,05/09/04 08:01,8,TPA,12842,0.01,FEW,10,77,72,85,28,360,42,29.37,8,11,40,27.58,-82.32,5,05/09/04 09:44,9,DEN,3017,0.0,FEW,10,65,37,36,12,350,0,24.63,5379,5431,5382,39.5,-104.4,7,223,1506,05/09/04 12:23
PWM_IAD_42250,20041124,24/11/04 11:35,11,PWM,14764,0.0,BKN,10,48,43,83,8,190,0,30.03,69,63,72,43.38,-70.18,5,24/11/04 13:13,13,IAD,93738,0.02,BKN,2,59,57,93,8,140,0,29.37,306,323,309,38.56,-77.27,5,98,494,24/11/04 16:10
TPA_CLT_29320,20041104,04/11/04 11:50,11,TPA,12842,0.0,SCT,10,82,71,69,9,210,15,30.02,8,11,40,27.58,-82.32,5,04/11/04 13:26,13,CLT,13881,0.17,FEW,1,59,58,96,4,160,0,29.03,721,769,724,35.13,-80.56,5,96,508,04/11/04 13:49
CLT_PBI_33431,20040717,17/07/04 10:25,10,CLT,13881,0.0,BKN,9,80,64,58,0,000,0,29.13,721,769,724,35.13,-80.56,5,17/07/04 12:15,12,PBI,12844,0.0,BKN,10,89,72,57,7,260,0,29.94,16,21,19,26.41,-80.06,5,110,590,17/07/04 12:15
EWR_SDF_49598,20040922,22/09/04 14:20,14,EWR,14734,0.0,SCT,10,84,55,37,13,290,0,30.07,25,30,28,40.43,-74.1,5,22/09/04 16:30,16,SDF,93821,0.0,CLR,10,85,57,39,6,130,0,29.70,481,488,484,38.11,-85.44,5,130,642,22/09/04 16:30
ATL_CLE_29279,20040331,31/03/04 15:50,15,ATL,13874,0.01,BKN,10,44,40,85,12,280,0,28.85,971,1026,974,33.38,-84.26,5,31/03/04 17:53,17,CLE,14820,0.0,OVC,0.75,39,39,100,9,360,0,29.04,802,805,805,41.24,-81.51,5,123,554,31/03/04 18:22
ORD_CLE_27322,20040527,27/05/04 07:46,7,ORD,94846,0.0,OVC,5,61,59,93,7,230,0,28.90,655,674,658,41.59,-87.55,6,27/05/04 09:55,9,CLE,14820,0.0,FEW,8,68,60,76,9,220,0,28.88,802,805,805,41.24,-81.51,5,69,316,27/05/04 09:55
ORF_CLE_36913,20040731,31/07/04 14:50,14,ORF,13737,0.0,SCT,10,87,75,67,13,170,19,29.96,66,30,69,36.54,-76.11,5,31/07/04 16:23,16,CLE,14820,0.0,SCT,6,79,70,74,5,010,0,29.08,802,805,805,41.24,-81.51,5,93,435,31/07/04 16:23
DTW_BWI_41959,20040529,29/05/04 17:15,17,DTW,94847,0.0,OVC,10,62,47,58,5,150,0,29.34,628,664,631,42.13,-83.21,5,29/05/04 18:46,18,BWI,93721,0.0,BKN,10,69,39,33,0,000,0,29.81,193,155,196,39.1,-76.41,5,91,408,29/05/04 18:46
IAH_OKC_27860,20040722,22/07/04 17:36,17,IAH,12960,0.0,FEW,10,85,74,70,8,170,0,29.81,118,108,121,29.59,-95.22,6,22/07/04 19:04,19,OKC,13967,0.0,FEW,10,80,67,64,6,140,0,28.55,1281,1304,1284,35.23,-97.36,6,88,395,22/07/04 19:04
ABQ_PHX_43576,20041114,14/11/04 10:25,10,ABQ,23050,0.0,SCT,9,40,31,70,13,090,0,24.97,5305,5314,5308,35.02,-106.37,7,14/11/04 11:40,11,PHX,23183,0.0,FEW,10,68,37,32,13,040,20,28.82,1103,1107,1106,33.26,-111.59,7,75,328,14/11/04 11:40
SAN_PHX_40187,20040505,05/05/04 07:45,7,SAN,23188,0.0,FEW,3,63,56,78,6,190,0,29.91,78,28,81,32.44,-117.1,8,05/05/04 08:50,8,PHX,23183,0.0,CLR,10,84,27,12,7,100,0,28.77,1103,1107,1106,33.26,-111.59,7,65,304,05/05/04 08:50
MSP_PHX_41925,20040527,27/05/04 07:56,7,MSP,14922,0.0,BKN,9,58,54,87,10,290,0,28.62,871,838,874,44.53,-93.14,6,27/05/04 09:24,9,PHX,23183,0.0,CLR,10,80,33,18,3,VRB,0,28.80,1103,1107,1106,33.26,-111.59,7,208,1276,27/05/04 09:24
SAT_DFW_52966,20041122,22/11/04 15:50,15,SAT,12921,0.0,FEW,10,65,62,90,7,020,0,29.04,818,809,821,29.32,-98.28,6,22/11/04 16:56,16,DFW,3927,0.0,VV0,0.25,59,58,96,10,310,0,29.34,559,596,562,32.54,-97.02,6,66,247,22/11/04 19:37
CLE_DFW_30234,20040728,28/07/04 13:05,13,CLE,14820,0.0,BKN,10,68,60,76,0,000,0,29.22,802,805,805,41.24,-81.51,5,28/07/04 14:52,14,DFW,3927,0.0,SCT,8,86,70,59,10,120,0,29.26,559,596,562,32.54,-97.02,6,167,1021,28/07/04 14:52
AUS_LBB_31652,20041120,20/11/04 07:25,7,AUS,13904,0.0,OVC,5,63,61,93,6,040,0,29.28,658,495,661,30.11,-97.41,6,20/11/04 08:35,8,LBB,23042,0.0,VV0,0.0625,49,49,100,5,060,0,26.66,3256,3241,3259,33.4,-101.49,6,70,341,20/11/04 10:07
